Ticker,Source,Date
EZPW,Finviz-Value,2025-05-30
FBK,Finviz-Value,2025-05-30
FBNC,Finviz-Value,2025-05-30
FBP,Finviz-Value,2025-05-30
FBRT,Finviz-Value,2025-05-30
FDP,Finviz-Value,2025-05-30
FDX,Finviz-Value,2025-05-30
FFBC,Finviz-Value,2025-05-30
FHB,Finviz-Value,2025-05-30
FHN,Finviz-Value,2025-05-30
FIBK,Finviz-Value,2025-05-30
FINV,Finviz-Value,2025-05-30
FITB,Finviz-Value,2025-05-30
FLR,Finviz-Value,2025-05-30
FNB,Finviz-Value,2025-05-30
FNF,Finviz-Value,2025-05-30
FOX,Finviz-Value,2025-05-30
FRME,Finviz-Value,2025-05-30
FSM,Finviz-Value,2025-05-30
FSUN,Finviz-Value,2025-05-30
GAIN,Finviz-Value,2025-05-30
GBX,Finviz-Value,2025-05-30
GL,Finviz-Value,2025-05-30
GLDD,Finviz-Value,2025-05-30
GLRE,Finviz-Value,2025-05-30
GPI,Finviz-Value,2025-05-30
GPN,Finviz-Value,2025-05-30
GS,Finviz-Value,2025-05-30
GT,Finviz-Value,2025-05-30
HAFC,Finviz-Value,2025-05-30
HBAN,Finviz-Value,2025-05-30
HBNC,Finviz-Value,2025-05-30
HFWA,Finviz-Value,2025-05-30
HII,Finviz-Value,2025-05-30
HIW,Finviz-Value,2025-05-30
HLX,Finviz-Value,2025-05-30
HMC,Finviz-Value,2025-05-30
HMN,Finviz-Value,2025-05-30
HOMB,Finviz-Value,2025-05-30
HONE,Finviz-Value,2025-05-30
HSBC,Finviz-Value,2025-05-30
HTBK,Finviz-Value,2025-05-30
HTO,Finviz-Value,2025-05-30
HUBG,Finviz-Value,2025-05-30
HUM,Finviz-Value,2025-05-30
HVT,Finviz-Value,2025-05-30
HWC,Finviz-Value,2025-05-30
IBCP,Finviz-Value,2025-05-30
IFS,Finviz-Value,2025-05-30
IGT,Finviz-Value,2025-05-30
IIIV,Finviz-Value,2025-05-30
INDB,Finviz-Value,2025-05-30
INGM,Finviz-Value,2025-05-30
IX,Finviz-Value,2025-05-30
KB,Finviz-Value,2025-05-30
KEP,Finviz-Value,2025-05-30
KFY,Finviz-Value,2025-05-30
KGEI,Finviz-Value,2025-05-30
KMPR,Finviz-Value,2025-05-30
KOF,Finviz-Value,2025-05-30
LAD,Finviz-Value,2025-05-30
LCII,Finviz-Value,2025-05-30
LKQ,Finviz-Value,2025-05-30
LNC,Finviz-Value,2025-05-30
LOMA,Finviz-Value,2025-05-30
LPG,Finviz-Value,2025-05-30
LX,Finviz-Value,2025-05-30
LXFR,Finviz-Value,2025-05-30
MCB,Finviz-Value,2025-05-30
MDU,Finviz-Value,2025-05-30
MET,Finviz-Value,2025-05-30
MFC,Finviz-Value,2025-05-30
MFG,Finviz-Value,2025-05-30
MITT,Finviz-Value,2025-05-30
MNR,Finviz-Value,2025-05-30
MOMO,Finviz-Value,2025-05-30
MPB,Finviz-Value,2025-05-30
MT,Finviz-Value,2025-05-30
MTB,Finviz-Value,2025-05-30
MTG,Finviz-Value,2025-05-30
MUFG,Finviz-Value,2025-05-30
NAT,Finviz-Value,2025-05-30
NBBK,Finviz-Value,2025-05-30
NBTB,Finviz-Value,2025-05-30
NEM,Finviz-Value,2025-05-30
NEWT,Finviz-Value,2025-05-30
NEXN,Finviz-Value,2025-05-30
NFBK,Finviz-Value,2025-05-30
NGG,Finviz-Value,2025-05-30
NMFC,Finviz-Value,2025-05-30
NOAH,Finviz-Value,2025-05-30
NOMD,Finviz-Value,2025-05-30
NTB,Finviz-Value,2025-05-30
NVGS,Finviz-Value,2025-05-30
NWBI,Finviz-Value,2025-05-30
NWE,Finviz-Value,2025-05-30
NWG,Finviz-Value,2025-05-30
NWN,Finviz-Value,2025-05-30
OBK,Finviz-Value,2025-05-30
OMF,Finviz-Value,2025-05-30
ONB,Finviz-Value,2025-05-30
ORC,Finviz-Value,2025-05-30
ORI,Finviz-Value,2025-05-30
ORRF,Finviz-Value,2025-05-30
OXLC,Finviz-Value,2025-05-30
PAA,Finviz-Value,2025-05-30
PAGS,Finviz-Value,2025-05-30
PB,Finviz-Value,2025-05-30
PBR,Finviz-Value,2025-05-30
PBR-A,Finviz-Value,2025-05-30
PCG,Finviz-Value,2025-05-30
PFG,Finviz-Value,2025-05-30
PFLT,Finviz-Value,2025-05-30
PFSI,Finviz-Value,2025-05-30
PGC,Finviz-Value,2025-05-30
PLUS,Finviz-Value,2025-05-30
PNC,Finviz-Value,2025-05-30
PNFP,Finviz-Value,2025-05-30
POR,Finviz-Value,2025-05-30
POST,Finviz-Value,2025-05-30
PRU,Finviz-Value,2025-05-30
PUK,Finviz-Value,2025-05-30
PVH,Finviz-Value,2025-05-30
RF,Finviz-Value,2025-05-30
RGA,Finviz-Value,2025-05-30
RGR,Finviz-Value,2025-05-30
RLGT,Finviz-Value,2025-05-30
RMAX,Finviz-Value,2025-05-30
RMR,Finviz-Value,2025-05-30
ROCK,Finviz-Value,2025-05-30
SAFE,Finviz-Value,2025-05-30
SAN,Finviz-Value,2025-05-30
SBCF,Finviz-Value,2025-05-30
SBH,Finviz-Value,2025-05-30
SCSC,Finviz-Value,2025-05-30
SD,Finviz-Value,2025-05-30
SEM,Finviz-Value,2025-05-30
SFNC,Finviz-Value,2025-05-30
SHBI,Finviz-Value,2025-05-30
SHG,Finviz-Value,2025-05-30
SKYW,Finviz-Value,2025-05-30
SMFG,Finviz-Value,2025-05-30
SMP,Finviz-Value,2025-05-30
SNCY,Finviz-Value,2025-05-30
SNV,Finviz-Value,2025-05-30
SNX,Finviz-Value,2025-05-30
SR,Finviz-Value,2025-05-30
SRCE,Finviz-Value,2025-05-30
SSTK,Finviz-Value,2025-05-30
STOK,Finviz-Value,2025-05-30
STRA,Finviz-Value,2025-05-30
STT,Finviz-Value,2025-05-30
SUNS,Finviz-Value,2025-05-30
SVM,Finviz-Value,2025-05-30
SYF,Finviz-Value,2025-05-30
TAP,Finviz-Value,2025-05-30
TD,Finviz-Value,2025-05-30
TFC,Finviz-Value,2025-05-30
TGS,Finviz-Value,2025-05-30
TIGO,Finviz-Value,2025-05-30
TIMB,Finviz-Value,2025-05-30
TKC,Finviz-Value,2025-05-30
TLK,Finviz-Value,2025-05-30
TRTX,Finviz-Value,2025-05-30
TTI,Finviz-Value,2025-05-30
TXT,Finviz-Value,2025-05-30
UBSI,Finviz-Value,2025-05-30
UCB,Finviz-Value,2025-05-30
UFCS,Finviz-Value,2025-05-30
UGI,Finviz-Value,2025-05-30
UHS,Finviz-Value,2025-05-30
UNM,Finviz-Value,2025-05-30
UPBD,Finviz-Value,2025-05-30
USB,Finviz-Value,2025-05-30
USNA,Finviz-Value,2025-05-30
UVE,Finviz-Value,2025-05-30
UVSP,Finviz-Value,2025-05-30
VAC,Finviz-Value,2025-05-30
VALE,Finviz-Value,2025-05-30
VBTX,Finviz-Value,2025-05-30
VEL,Finviz-Value,2025-05-30
VICI,Finviz-Value,2025-05-30
VIOT,Finviz-Value,2025-05-30
VIPS,Finviz-Value,2025-05-30
VIV,Finviz-Value,2025-05-30
VLY,Finviz-Value,2025-05-30
VOYA,Finviz-Value,2025-05-30
VRNT,Finviz-Value,2025-05-30
VZ,Finviz-Value,2025-05-30
WAFD,Finviz-Value,2025-05-30
WAL,Finviz-Value,2025-05-30
WBS,Finviz-Value,2025-05-30
WCC,Finviz-Value,2025-05-30
WDH,Finviz-Value,2025-05-30
WFC,Finviz-Value,2025-05-30
WHWK,Finviz-Value,2025-05-30
WSFS,Finviz-Value,2025-05-30
WTFC,Finviz-Value,2025-05-30
WTRG,Finviz-Value,2025-05-30
XPRO,Finviz-Value,2025-05-30
YALA,Finviz-Value,2025-05-30
ZION,Finviz-Value,2025-05-30
ZTO,Finviz-Value,2025-05-30
MSFT,Yahoo-Tech,2025-05-30
NVDA,Yahoo-Tech,2025-05-30
AAPL,Yahoo-Tech,2025-05-30
AVGO,Yahoo-Tech,2025-05-30
TSM,Yahoo-Tech,2025-05-30
ORCL,Yahoo-Tech,2025-05-30
SAP,Yahoo-Tech,2025-05-30
PLTR,Yahoo-Tech,2025-05-30
ASML,Yahoo-Tech,2025-05-30
CRM,Yahoo-Tech,2025-05-30
CSCO,Yahoo-Tech,2025-05-30
IBM,Yahoo-Tech,2025-05-30
INTU,Yahoo-Tech,2025-05-30
NOW,Yahoo-Tech,2025-05-30
ACN,Yahoo-Tech,2025-05-30
ADBE,Yahoo-Tech,2025-05-30
AMD,Yahoo-Tech,2025-05-30
UBER,Yahoo-Tech,2025-05-30
TXN,Yahoo-Tech,2025-05-30
QCOM,Yahoo-Tech,2025-05-30
SONY,Yahoo-Tech,2025-05-30
SHOP,Yahoo-Tech,2025-05-30
ADP,Yahoo-Tech,2025-05-30
APP,Yahoo-Tech,2025-05-30
ARM,Yahoo-Tech,2025-05-30
AMAT,Yahoo-Tech,2025-05-30
CRWD,Yahoo-Tech,2025-05-30
ANET,Yahoo-Tech,2025-05-30
APH,Yahoo-Tech,2025-05-30
ADI,Yahoo-Tech,2025-05-30
MU,Yahoo-Tech,2025-05-30
LRCX,Yahoo-Tech,2025-05-30
KLAC,Yahoo-Tech,2025-05-30
FI,Yahoo-Tech,2025-05-30
MSTR,Yahoo-Tech,2025-05-30
INTC,Yahoo-Tech,2025-05-30
CDNS,Yahoo-Tech,2025-05-30
FTNT,Yahoo-Tech,2025-05-30
DELL,Yahoo-Tech,2025-05-30
INFY,Yahoo-Tech,2025-05-30
SNPS,Yahoo-Tech,2025-05-30
MSI,Yahoo-Tech,2025-05-30
SNOW,Yahoo-Tech,2025-05-30
WDAY,Yahoo-Tech,2025-05-30
ADSK,Yahoo-Tech,2025-05-30
PANW,Yahoo-Tech,2025-05-30
ROP,Yahoo-Tech,2025-05-30
NET,Yahoo-Tech,2025-05-30
PAYX,Yahoo-Tech,2025-05-30
TEAM,Yahoo-Tech,2025-05-30
MRVL,Yahoo-Tech,2025-05-30
NXPI,Yahoo-Tech,2025-05-30
TEL,Yahoo-Tech,2025-05-30
FIS,Yahoo-Tech,2025-05-30
GLW,Yahoo-Tech,2025-05-30
ZS,Yahoo-Tech,2025-05-30
FICO,Yahoo-Tech,2025-05-30
CTSH,Yahoo-Tech,2025-05-30
DDOG,Yahoo-Tech,2025-05-30
GRMN,Yahoo-Tech,2025-05-30
IT,Yahoo-Tech,2025-05-30
MPWR,Yahoo-Tech,2025-05-30
MCHP,Yahoo-Tech,2025-05-30
HUBS,Yahoo-Tech,2025-05-30
ANSS,Yahoo-Tech,2025-05-30
BR,Yahoo-Tech,2025-05-30
NOK,Yahoo-Tech,2025-05-30
ERIC,Yahoo-Tech,2025-05-30
KEYS,Yahoo-Tech,2025-05-30
VRSN,Yahoo-Tech,2025-05-30
IOT,Yahoo-Tech,2025-05-30
GDDY,Yahoo-Tech,2025-05-30
CHKP,Yahoo-Tech,2025-05-30
STX,Yahoo-Tech,2025-05-30
ZM,Yahoo-Tech,2025-05-30
TYL,Yahoo-Tech,2025-05-30
FTV,Yahoo-Tech,2025-05-30
GIB,Yahoo-Tech,2025-05-30
CDW,Yahoo-Tech,2025-05-30
HPQ,Yahoo-Tech,2025-05-30
TOST,Yahoo-Tech,2025-05-30
UI,Yahoo-Tech,2025-05-30
SMCI,Yahoo-Tech,2025-05-30
TDY,Yahoo-Tech,2025-05-30
DUOL,Yahoo-Tech,2025-05-30
CPAY,Yahoo-Tech,2025-05-30
STM,Yahoo-Tech,2025-05-30
HPE,Yahoo-Tech,2025-05-30
NTNX,Yahoo-Tech,2025-05-30
ASX,Yahoo-Tech,2025-05-30
PTC,Yahoo-Tech,2025-05-30
NTAP,Yahoo-Tech,2025-05-30
SSNC,Yahoo-Tech,2025-05-30
LDOS,Yahoo-Tech,2025-05-30
GFS,Yahoo-Tech,2025-05-30
UMC,Yahoo-Tech,2025-05-30
JBL,Yahoo-Tech,2025-05-30
TWLO,Yahoo-Tech,2025-05-30
DOCU,Yahoo-Tech,2025-05-30
GWRE,Yahoo-Tech,2025-05-30
ON,Yahoo-Tech,2025-05-30
WDC,Yahoo-Tech,2025-05-30
OKTA,Yahoo-Tech,2025-05-30
PSTG,Yahoo-Tech,2025-05-30
GEN,Yahoo-Tech,2025-05-30
TRMB,Yahoo-Tech,2025-05-30
RBRK,Yahoo-Tech,2025-05-30
FSLR,Yahoo-Tech,2025-05-30
FFIV,Yahoo-Tech,2025-05-30
CYBR,Yahoo-Tech,2025-05-30
FLEX,Yahoo-Tech,2025-05-30
AFRM,Yahoo-Tech,2025-05-30
DT,Yahoo-Tech,2025-05-30
KSPI,Yahoo-Tech,2025-05-30
ZBRA,Yahoo-Tech,2025-05-30
PAYC,Yahoo-Tech,2025-05-30
MNDY,Yahoo-Tech,2025-05-30
BSY,Yahoo-Tech,2025-05-30
ALAB,Yahoo-Tech,2025-05-30
CLS,Yahoo-Tech,2025-05-30
JKHY,Yahoo-Tech,2025-05-30
TER,Yahoo-Tech,2025-05-30
LOGI,Yahoo-Tech,2025-05-30
YMM,Yahoo-Tech,2025-05-30
JNPR,Yahoo-Tech,2025-05-30
COHR,Yahoo-Tech,2025-05-30
CIEN,Yahoo-Tech,2025-05-30
MANH,Yahoo-Tech,2025-05-30
AKAM,Yahoo-Tech,2025-05-30
SWKS,Yahoo-Tech,2025-05-30
PCTY,Yahoo-Tech,2025-05-30
DOX,Yahoo-Tech,2025-05-30
U,Yahoo-Tech,2025-05-30
NICE,Yahoo-Tech,2025-05-30
AUR,Yahoo-Tech,2025-05-30
ENTG,Yahoo-Tech,2025-05-30
CRDO,Yahoo-Tech,2025-05-30
PCOR,Yahoo-Tech,2025-05-30
EPAM,Yahoo-Tech,2025-05-30
CACI,Yahoo-Tech,2025-05-30
DAY,Yahoo-Tech,2025-05-30
KVYO,Yahoo-Tech,2025-05-30
KD,Yahoo-Tech,2025-05-30
MTSI,Yahoo-Tech,2025-05-30
IONQ,Yahoo-Tech,2025-05-30
DBX,Yahoo-Tech,2025-05-30
FOUR,Yahoo-Tech,2025-05-30
ESTC,Yahoo-Tech,2025-05-30
WIX,Yahoo-Tech,2025-05-30
CVLT,Yahoo-Tech,2025-05-30
G,Yahoo-Tech,2025-05-30
CFLT,Yahoo-Tech,2025-05-30
OTEX,Yahoo-Tech,2025-05-30
INFA,Yahoo-Tech,2025-05-30
PATH,Yahoo-Tech,2025-05-30
GTLB,Yahoo-Tech,2025-05-30
QRVO,Yahoo-Tech,2025-05-30
SRAD,Yahoo-Tech,2025-05-30
QXO,Yahoo-Tech,2025-05-30
PSN,Yahoo-Tech,2025-05-30
OLED,Yahoo-Tech,2025-05-30
PONY,Yahoo-Tech,2025-05-30
ASTS,Yahoo-Tech,2025-05-30
OS,Yahoo-Tech,2025-05-30
LYFT,Yahoo-Tech,2025-05-30
ARW,Yahoo-Tech,2025-05-30
LSCC,Yahoo-Tech,2025-05-30
SAIC,Yahoo-Tech,2025-05-30
S,Yahoo-Tech,2025-05-30
MKSI,Yahoo-Tech,2025-05-30
IDCC,Yahoo-Tech,2025-05-30
CCCS,Yahoo-Tech,2025-05-30
BOX,Yahoo-Tech,2025-05-30
VNT,Yahoo-Tech,2025-05-30
VRNS,Yahoo-Tech,2025-05-30
WEX,Yahoo-Tech,2025-05-30
QTWO,Yahoo-Tech,2025-05-30
ITRI,Yahoo-Tech,2025-05-30
CGNX,Yahoo-Tech,2025-05-30
LFUS,Yahoo-Tech,2025-05-30
SATS,Yahoo-Tech,2025-05-30
QLYS,Yahoo-Tech,2025-05-30
LITE,Yahoo-Tech,2025-05-30
FROG,Yahoo-Tech,2025-05-30
PAY,Yahoo-Tech,2025-05-30
EEFT,Yahoo-Tech,2025-05-30
LIF,Yahoo-Tech,2025-05-30
