Ticker,Return_6M,Volatility,Beta,PE,PB,EV_Revenue,GrossMargin,ProfitMargin,ROE,MarketCap,Company,Sector,IndexSource,RSI_14,SMA20_above_SMA50,MACD,Momentum_10,BB_Percent,ValueScore,QualityScore,SignalScore,ExtractionDate
AXP,-0.003419015866596098,0.02394031937550906,1.254,21.036312,6.767765,3.354,0.64315003,0.16561002,0.34273,211045416960.0,American Express,Financials,SP500,64.84103319672951,1.0,5.774344538374578,4.95159885206806,0.7990050990635047,0.9303127262144439,0.3630697094290539,0.4667338986634991,2025-06-06
AIG,0.16669881982766244,0.016588139440838846,0.658,21.280489,1.2222284,1.701,0.32488,-0.07106,0.057439998,50284789760.0,American International Group,Financials,SP500,65.70503228758449,1.0,0.9580119679525154,6.4984175191444145,1.1061582054105425,0.933008305794968,0.3526118258660923,0.449433180801351,2025-06-06
AMT,0.04768499161333928,0.018831281737558873,0.828,34.516182,28.249237,14.729,0.74551004,0.17944999,0.28421,99858513920.0,American Tower,Real Estate,SP500,48.51560606365969,0.0,-0.12915427588919215,1.3886898319370722,0.5350336609652675,0.9172778091529579,0.4353634561563861,0.5841913846067666,2025-06-06
AWK,0.074310891201405,0.01747548496808909,0.698,25.589254,2.6007555,8.645,0.60332,0.22243,0.10428,27396261888.0,American Water Works,Utilities,SP500,46.166795855940606,0.0,-0.7161759555864649,-0.9622879340364244,0.4453589095809319,0.9310797463691551,0.4354427288138665,0.6174146133180747,2025-06-06
AMP,-0.07434729397479589,0.021530583383134502,1.227,17.549591,9.096928,2.459,0.5662,0.16558,0.58108,49197760512.0,Ameriprise Financial,Financials,SP500,59.4840530997117,1.0,6.281387070767835,1.7040207409764894,0.630805848673361,0.929828698922726,0.35999908903649885,0.5233071620342888,2025-06-06
AME,-0.06760889239329426,0.015813417270497006,1.11,29.224592,4.1282454,6.144,0.35762,0.20426,0.14964,41158803456.0,Ametek,Industrials,SP500,55.22008510680981,1.0,1.7428320386317466,-0.15122046814417855,0.44527415941076204,0.9300699255293017,0.3468818046065245,0.5628150956103102,2025-06-06
AMGN,0.08259701854850587,0.017182365516387247,0.496,26.450775,25.13557,5.947,0.69068,0.17386,1.0567299,156023455744.0,Amgen,Health Care,SP500,60.55342742047156,0.0,2.6216989923431697,6.862818713123422,0.8744302390890605,0.920738792991669,0.4840083431356106,0.472538714591367,2025-06-06
APH,0.2653714274616841,0.027512410649952516,1.131,45.36675,10.971531,7.002,0.34414002,0.15574999,0.27526,113043767296.0,Amphenol,Information Technology,SP500,83.88396109032053,1.0,4.21172417998919,9.664552729665038,0.9683091819243307,0.9244320988863277,0.3379281896791687,0.3264349103544646,2025-06-06
ADI,0.0378057034868986,0.03076389723340945,1.0,60.733696,3.167921,11.513,0.58757997,0.18652001,0.05213,110911430656.0,Analog Devices,Information Technology,SP500,64.26517355095964,1.0,4.508996284037039,5.977429344831592,0.7150578834181786,0.9253685474313083,0.3877967384738601,0.460828694791663,2025-06-06
ANSS,-0.014364296641828922,0.016835621428360748,1.189,50.57058,4.8419404,11.141,0.92481005,0.22948,0.102299996,29921363968.0,Ansys,Information Technology,SP500,56.564547892816805,1.0,2.8729985869401844,-1.0563087290221063,0.49429353587407804,0.9261232789003077,0.412867254638089,0.563690798677142,2025-06-06
AON,-0.01644840946903936,0.01471850100041794,0.864,32.161114,11.470875,5.966,0.46750998,0.15577,0.72012,80282714112.0,Aon plc,Financials,SP500,56.368082685546646,0.0,2.476438690133932,4.694234605490313,0.7925181866727065,0.9262432284338542,0.3936303265615043,0.5135614170382921,2025-06-06
APA,-0.11401716925690986,0.03884410762616141,1.246,6.6217566,1.228371,1.27,0.67294,0.10041001,0.26176,6666503168.0,APA Corporation,Energy,SP500,60.86112321404421,1.0,0.3002283178348364,10.42413896709892,0.9459835187980937,0.9352056973829587,0.3586155437564679,0.4396805069330436,2025-06-06
APO,-0.2466453149422524,0.031874290481106446,1.571,23.233839,4.5808926,3.874,0.44241002,0.14729,0.18686001,76082937856.0,Apollo Global Management,Financials,SP500,49.83202737749267,1.0,-0.8940240784960451,1.8270770080688095,0.40472722478949874,0.9309558804774288,0.29505824164361744,0.573619705226317,2025-06-06
AAPL,-0.15452931802253433,0.02573246569707609,1.211,31.904984,45.813015,7.609,0.46632,0.24301,1.38015,3059299909632.0,Apple Inc.,Information Technology,SP500,52.13731086783168,1.0,-0.9401645819092721,1.887168772466949,0.5409678989939464,0.9101737296544641,0.3697202597665955,0.5611542071380513,2025-06-06
AMAT,-0.025578712486162503,0.0305704181132825,1.664,20.380316,7.099081,4.688,0.48136002,0.24059,0.36372003,134602981376.0,Applied Materials,Information Technology,SP500,61.59556563898264,1.0,2.373594982439073,4.569518601948186,0.6998163690251225,0.9301299503779843,0.2998305352402724,0.48761897491437756,2025-06-06
APTV,0.17531331408146378,0.02450199319379319,1.473,10.883171,1.6632955,1.115,0.19249001,0.07934,0.15237,14501907456.0,Aptiv,Consumer Discretionary,SP500,56.98519668413218,1.0,1.5968906095391446,-0.5823493841118118,0.4372915371964791,0.9343904106607998,0.26984289883124446,0.5575427113386406,2025-06-06
ACGL,-0.02621897570681664,0.017456054688536653,0.516,9.775384,1.7211117,1.931,0.33915,0.20724002,0.18415001,35717898240.0,Arch Capital Group,Financials,SP500,55.55472152030039,1.0,0.6865927063171995,3.729477285690916,0.7479285830750698,0.934449984837317,0.41627935827359863,0.526722030329162,2025-06-06
ADM,-0.05839208002312424,0.019055152498732117,0.656,16.688381,1.028515,0.41,0.06319,0.01629,0.05888,22770927616.0,Archer Daniels Midland,Consumer Staples,SP500,46.19505277706576,1.0,-0.05267623091030771,-1.1588773717976149,0.20541018015607757,0.9338963264221056,0.3262150955864797,0.6188881886205311,2025-06-06
ANET,-0.0987066749061778,0.040448516680145395,1.379,41.16456,12.114738,14.979,0.64088994,0.4072,0.33681,122527555584.0,Arista Networks,Information Technology,SP500,63.14389929555553,1.0,2.426043532666071,5.337081430105974,0.7939004380389519,0.9237695816751124,0.37515149249100455,0.47275220885794755,2025-06-06
AJG,0.11150878225655037,0.016156456754000896,0.75,50.64077,3.7768204,7.186,0.43662,0.13863,0.092980005,84283686912.0,Arthur J. Gallagher & Co.,Financials,SP500,43.14151847611142,1.0,0.901838503714032,-1.8838700122959966,0.10655994082061138,0.9269798499542302,0.39120361962116657,0.6409721152359185,2025-06-06
AIZ,-0.08266071385604468,0.018098921849621773,0.603,15.915043,1.9824656,0.855,0.09984,0.05554,0.13204001,10352903168.0,Assurant,Financials,SP500,56.34769996365842,1.0,1.8297452405984984,5.848048172301149,0.7691064785680021,0.9335252615997873,0.3443414970308253,0.5035168620231554,2025-06-06
T,0.20043952411264043,0.01618723267007981,0.604,17.18405,1.9427105,2.897,0.59897,0.096429996,0.10885,201692725248.0,AT&T,Communication Services,SP500,56.36585166760097,1.0,0.14893343010737325,2.882849286113647,0.7951341119783396,0.9331646242031457,0.4276717183439164,0.5301691656372771,2025-06-06
ATO,0.08409088833642886,0.01231567359086547,0.703,21.251398,1.839592,7.144,0.58158,0.25346002,0.09186,24168636416.0,Atmos Energy,Utilities,SP500,41.1629876616496,0.0,-0.818861961022094,-1.4446599524345431,0.18578585077808416,0.932213659830236,0.4359931103315361,0.6476471735762668,2025-06-06
ADSK,-0.03006077234040805,0.01834239172634407,1.449,64.184944,24.40592,10.134,0.91996,0.15945,0.42361,63854018560.0,Autodesk,Information Technology,SP500,63.35768578132262,1.0,5.390786095974704,1.303390244306144,0.7309643158394806,0.9151243339091026,0.3698070970948064,0.5069901604600773,2025-06-06
ADP,0.08655358501704424,0.013415461388669066,0.798,33.44944,22.723614,6.638,0.48341,0.19791001,0.76289004,132927610880.0,Automatic Data Processing,Industrials,SP500,72.62810070558311,1.0,6.1283284793896655,1.80942248862339,0.7605872416816692,0.9207630551796352,0.41105578661924186,0.45432396369478234,2025-06-06
AZO,0.12698220776770053,0.013851020725914938,0.401,25.282537,-15.694201,3.98,0.53125,0.13961,0.317925,62375165952.0,AutoZone,Consumer Discretionary,SP500,50.037878027554925,1.0,8.733590566786006,-3.2665658199455856,0.4413686416016853,0.9400622717836716,0.4527500278043557,0.6160223917964391,2025-06-06
AVB,-0.09085118560686345,0.015999525379448584,0.872,25.211443,2.4187388,12.473,0.63643,0.38314998,0.096920006,28857993216.0,AvalonBay Communities,Real Estate,SP500,45.94507754120347,0.0,-0.5928155077112649,1.3359342343597602,0.3432149132126546,0.9308597683995442,0.44010781920336056,0.5980661382425343,2025-06-06
AVY,-0.10527066951834341,0.016174337816124176,0.89,20.639816,6.4912596,1.956,0.28791,0.079840004,0.31949,14021575680.0,Avery Dennison,Materials,SP500,54.40100535603777,1.0,1.0583860112561467,0.018622949837821246,0.5311798891644914,0.9306311284428095,0.3481773677772678,0.5656796808031668,2025-06-06
AXON,0.15784726752984546,0.03683952416950067,1.285,190.48804,24.252687,27.424,0.60599,0.14897999,0.15166001,61987921920.0,Axon Enterprise,Industrials,SP500,76.8463017074438,1.0,39.540998229123716,10.013122031519863,1.012221610667432,0.8949602260546743,0.34985270955275777,0.35278844382787866,2025-06-06
BKR,-0.07190068938933558,0.025234473039725393,0.9,12.940273,2.2033358,1.427,0.21359,0.10511,0.18035999,37564289024.0,Baker Hughes,Energy,SP500,54.632337520362086,0.0,-0.0672357969135291,3.7031963284659715,0.8176129710998293,0.9338071178173916,0.33808041034298997,0.5318824281775241,2025-06-06
BALL,-0.05117876271339061,0.017855898127014398,1.083,30.556818,2.7321682,1.79,0.20419,0.04177,0.08219,14919538688.0,Ball Corporation,Materials,SP500,57.72010356630101,1.0,0.6154396408776677,1.2782664471340888,0.7593020754590023,0.9309318391666885,0.30707275597337363,0.5373565222264196,2025-06-06
BAC,-0.032757810604991944,0.020663830831561352,1.307,13.413434,1.234953,3.306,0.0,0.28582,0.094560005,338445041664.0,Bank of America,Financials,SP500,65.93562336878037,1.0,0.9096541875146258,3.775105679265795,0.7942773902304141,0.934010437669861,0.2885738842826169,0.47250752608752444,2025-06-06
BDX,-0.20582733424181854,0.022522054852857916,0.279,33.485493,1.9657537,3.24,0.46322,0.07179,0.058870003,49617403904.0,Becton Dickinson,Health Care,SP500,42.5167812146341,0.0,-4.609529665953403,0.5513301385307852,0.5456921268337201,0.9307199327525403,0.4404507711895866,0.6236056309813329,2025-06-06
BRK-B,0.049202962585514154,0.014391215263445117,0.843,13.151837,0.001085305,-0.589,0.27872,0.21788,0.13187,1065033007104.0,Berkshire Hathaway,Financials,SP500,38.9357402258494,0.0,-6.196725350872271,-1.956035101426085,0.11631657560937221,0.9349886325140586,0.3692493720608885,0.6648017109272542,2025-06-06
BBY,-0.15067112295794527,0.03214559178459978,1.27,17.843977,5.613466,0.43,0.22607,0.021300001,0.30214,15487011840.0,Best Buy,Consumer Discretionary,SP500,59.1410813126066,1.0,0.4350020071583458,3.4200086148757016,0.7606070550125099,0.9315943839575307,0.29039013312411316,0.510954351339677,2025-06-06
TECH,-0.3421228789036941,0.0280965912756671,1.381,58.891567,3.7970948,6.499,0.66321,0.10893,0.0653,7662771712.0,Bio-Techne,Health Care,SP500,47.967989049820666,0.0,-0.6115308874459657,3.2121734310364483,0.4942585399006377,0.9258194738312578,0.3384683699475878,0.5708795611793978,2025-06-06
BIIB,-0.15654707275535362,0.020537957549972802,0.149,13.150198,1.1482708,2.356,0.75651,0.1507,0.09191,19499945984.0,Biogen,Health Care,SP500,60.729945659707575,1.0,2.302891051286906,5.368169925157031,0.842170346289977,0.9341788755811139,0.5219422564216112,0.4850017928605993,2025-06-06
BLK,-0.040139802819364356,0.020446751563991304,1.423,24.042973,3.1960049,7.692,0.49401,0.30093,0.13932,153427869696.0,BlackRock,Financials,SP500,63.93678072796124,1.0,15.600110345499047,2.590059370683909,0.7847663617893345,0.9311207278681796,0.3366387127329878,0.49050938414402767,2025-06-06
BX,-0.23878699821522809,0.02917851479575735,1.641,42.3429,13.580911,10.534,1.0,0.20561,0.26345,170040246272.0,Blackstone Inc.,Financials,SP500,52.32376223788751,1.0,0.21040741973146737,2.347923587706673,0.424264461608776,0.9233331553492613,0.3538005015976925,0.5558565338369514,2025-06-06
BK,0.13225128765730076,0.018447293003315924,1.075,14.698205,1.7058578,-1.559,0.0,0.25101998,0.11229,64460599296.0,BNY Mellon,Financials,SP500,64.90757195456996,1.0,1.641811840143589,1.0652578436771456,0.7852172383167311,0.934060172990675,0.3090243721218264,0.5018261590060609,2025-06-06
BKNG,0.06114380214725412,0.020490148687082436,1.414,34.986755,-30.029129,7.575,0.86627,0.22582,0.317925,182646259712.0,Booking Holdings,Consumer Discretionary,SP500,72.477520522775,1.0,159.94976837275317,5.233234542009713,0.911655894818476,0.9449531407050478,0.3750969086605001,0.3941694405686339,2025-06-06
BSX,0.13112021315208677,0.017143304267301072,0.688,74.36496,6.784763,9.305,0.68452,0.11581001,0.09498999,150726361088.0,Boston Scientific,Health Care,SP500,44.68419802108388,1.0,0.3425831619047415,-2.3779910146904903,0.10355884326592063,0.9218878965415496,0.4327588689357254,0.6374946399328831,2025-06-06
BMY,-0.16620695962603305,0.01862094153382287,0.386,18.076492,5.6693974,2.874,0.74689,0.11376,0.31986,98589450240.0,Bristol Myers Squibb,Health Care,SP500,50.55660348715418,0.0,-0.3987623038737169,2.8917725827163956,0.775454328554326,0.931304180132863,0.48600863618982754,0.560284827096301,2025-06-06
AVGO,0.39835221241631014,0.045874684447771284,0.99,91.4359,4.215059,2.388,0.77033997,0.22643,0.18977,1173700739072.0,Broadcom,Information Technology,SP500,67.05694850975702,1.0,14.354471720063657,8.170306169957216,0.7394738771996784,0.9212173416600965,0.42167040638666026,0.42488775658533484,2025-06-06
BR,0.052326060211902226,0.015181895011157819,0.969,36.915916,12.095243,4.741,0.31312,0.1165,0.33918,28879454208.0,Broadridge Financial Solutions,Industrials,SP500,63.47150193206212,1.0,2.230920311857915,3.2851653271636647,0.9604108669753668,0.9253679304191401,0.34818636039389383,0.4893724216818969,2025-06-06
BRO,0.016224885899063013,0.015077694928835372,0.839,30.820333,4.6554046,7.186,0.49424,0.21214001,0.16519,31713953792.0,Brown & Brown,Financials,SP500,45.297266187137474,0.0,-0.5241161343362819,0.19922233097450573,0.3908287895601666,0.9294919005168032,0.400513130096207,0.6115333718431417,2025-06-06
BF-B,-0.3633330296207904,0.02746490711215076,0.609,15.269021,3.3256392,3.816,0.58943003,0.21862,0.23142,13307534336.0,Brown–Forman,Consumer Staples,SP500,24.723203703297628,0.0,-1.1236103726181312,-17.86444596229947,-0.14329389798972558,0.9327178964112053,0.44646739001678737,0.8791171407865136,2025-06-06
BLDR,-0.3647480503430667,0.02848660351344015,1.7,14.319231,2.9039052,1.084,0.32154998,0.05662,0.19621,12343420928.0,Builders FirstSource,Industrials,SP500,48.007326975060344,0.0,-1.8448875123849149,1.7980755365651109,0.4434603706234164,0.9333107993035064,0.25725228513261666,0.5835165259117672,2025-06-06
BG,-0.0963390746463193,0.018740360201618626,0.656,9.567394,0.94692975,0.287,0.05953,0.02131,0.09861,10017204224.0,Bunge Global,Consumer Staples,SP500,38.622819610231616,1.0,-0.6571860742355256,-4.280207841173664,0.05800492288494312,0.9349949424643347,0.32704927382145077,0.6860298389822428,2025-06-06
CHRW,-0.08560982178190135,0.019487578835101174,0.908,22.862768,6.56895,0.745,0.07902,0.02927,0.3211,11373836288.0,C.H. Robinson,Industrials,SP500,51.87039240046888,1.0,0.6341830091266729,-0.6993322066301275,0.41505567903378116,0.9303814770357464,0.30952299477402084,0.5852654421278085,2025-06-06
CDNS,-0.031446174500480706,0.028297839801992283,0.984,75.59391,17.02624,16.508,0.85856,0.22185,0.25921,81322819584.0,Cadence Design Systems,Information Technology,SP500,49.664332947723075,1.0,0.48957113587943013,-5.883840632762402,0.3271316065403956,0.9162716954218043,0.4350237861716379,0.6429026675458935,2025-06-06
CPT,-0.03801025541746372,0.016025553931606203,0.802,105.73394,2.7187376,10.337,0.61534,0.075679995,0.025999999,12313079808.0,Camden Property Trust,Real Estate,SP500,45.97472785142194,1.0,0.06240735704362521,0.7648601296583571,0.265200021345848,0.9190579115671466,0.4008466034518757,0.6028700129822073,2025-06-06
CPB,-0.1800864276073223,0.017285256796582396,0.108,22.910002,2.6461077,1.692,0.30621,0.0444,0.1166,10245237760.0,Campbell's Company (The),Consumer Staples,SP500,43.999993775586304,0.0,-0.5779461308488507,0.8208700506792196,0.42437781154468973,0.9321076527871235,0.42895328289711676,0.6127251633303403,2025-06-06
COF,0.0575686826235835,0.028339943114968433,1.132,16.60168,1.2889503,2.591,0.0,0.17218,0.08028,126465654784.0,Capital One,Financials,SP500,60.22070505839836,1.0,2.939122995704423,5.128750290120746,0.7616588650350707,0.9335829035251999,0.29223109416009985,0.48964605430955466,2025-06-06
CAH,0.26681390144558126,0.013683679900412745,0.677,24.106249,-12.507499,0.19,0.03531,0.0069999998,0.151085,36823085056.0,Cardinal Health,Health Care,SP500,63.31739495705645,1.0,3.088460196283961,1.2984429511531648,0.6724630121902718,0.9391119028283255,0.3199650228097982,0.507698443446327,2025-06-06
KMX,-0.23993971513330115,0.026853972070835296,1.382,20.417446,1.609568,1.034,0.12336001,0.01775,0.08128,9984036864.0,CarMax,Consumer Discretionary,SP500,48.7011385340555,0.0,-0.7251983243696998,3.7329967807383015,0.4980450161778036,0.9330182924724792,0.2630410435393095,0.5624655328439143,2025-06-06
CCL,-0.089627965959311,0.035182470094186555,2.583,15.629033,3.4587379,2.364,0.54012,0.08071,0.2587,32821485568.0,Carnival,Consumer Discretionary,SP500,68.89240130645112,1.0,0.9974304347581757,8.102983219073828,0.8518141325879792,0.9327396527690964,0.24646401042087018,0.4186242834295829,2025-06-06
CARR,-0.03258564656149743,0.023677250182932725,1.326,47.2,4.394241,3.207,0.26773,0.2579,0.11125,60697550848.0,Carrier Global,Industrials,SP500,52.73625926174434,1.0,0.9983392845691839,-1.212198910241344,0.2720200528925521,0.9275743785426168,0.3160471944849133,0.5852775369478653,2025-06-06
CAT,-0.09816441612177451,0.021220550968433036,1.368,17.248535,9.2100115,3.165,0.31844,0.15712,0.55646,166138773504.0,Caterpillar Inc.,Industrials,SP500,63.37378039646813,1.0,7.197717964405399,2.3928878899171138,0.7367897380713171,0.9297540938859375,0.3105734791742364,0.49684412756489416,2025-06-06
CBOE,0.09277903016518674,0.0154942322382016,0.428,29.254068,5.244219,5.488,0.49293,0.18604,0.19018,23342202880.0,Cboe Global Markets,Financials,SP500,47.92348896499581,1.0,1.1174404261535074,-2.3071553781219745,0.38267241278754904,0.9296089155208371,0.44853258489389713,0.6199336576005876,2025-06-06
CBRE,-0.06730489157716646,0.021597848601088935,1.29,39.330276,4.582903,1.248,0.19610001,0.02735,0.11921,38339284992.0,CBRE Group,Real Estate,SP500,57.6738621157376,1.0,0.44649558415908075,6.850446192559632,0.640108199722933,0.9288305281488554,0.2829658642080267,0.48799292561896646,2025-06-06
CDW,-0.002379525738081756,0.022314662679998366,0.943,22.109047,10.115086,1.351,0.21858999,0.05095,0.48707,23495237632.0,CDW Corporation,Information Technology,SP500,52.06903929832509,1.0,2.142776039764726,-2.3446710336918195,0.258088681217644,0.928788248847226,0.3309358636176888,0.5985946752550535,2025-06-06
COR,0.19148284169079388,0.013720006529829652,0.571,33.38844,55.253487,0.206,0.03295,0.00546,1.4178,55978020864.0,Cencora,Health Care,SP500,51.9666574599261,1.0,1.6109422624867307,-0.289544097171525,0.5462488743181021,0.9062664525597043,0.35002203563060136,0.5809232524207151,2025-06-06
CNC,-0.0334742383257054,0.021518025802625577,0.457,8.091445,0.97770494,0.185,0.14345999,0.02253,0.12527001,27298500608.0,Centene Corporation,Health Care,SP500,36.616260598081,0.0,-1.5520070559806456,-5.527809714727385,0.19484071290502333,0.935207697856657,0.3607421599179446,0.7077126293107696,2025-06-06
