EV_Revenue,Momentum_10,Return_6M,RSI_14,FCF_Yield,ProfitMargin,Company,MarketCap,Sector,ExtractionDate,Price_Sales,IndexSource,PE,BB_Percent,MACD,GrossMargin,SignalScore,Volatility,PB,ROE,Ticker,Beta,QualityScore,EV_EBITDA,SMA20_above_SMA50,ValueScore
0.879,2.8293480182975874,0.0269931355387516,55.72091377810652,0.0753074235634741,0.061929997,Allstate,55107301376.0,Financials,2025-06-06,0.8449161684012415,SP500,14.223855,0.6501730109250063,2.2787614284053177,0.22642,0.5335645486165528,0.0181702388512572,2.7498512,0.19723,ALL,0.345,0.3938246389784549,9.506462167259324,1.0,0.9334157017367318
5.489,1.8610686635704372,-0.0033891444432422,61.67165910453592,0.028655139094191297,0.30857,Alphabet Inc. (Class A),2117055283200.0,Communication Services,2025-06-06,5.886806278620861,SP500,19.366611,0.8414869933161536,2.740460026576102,0.58591,0.5112789363207246,0.0236266878019479,6.115772,0.34789002,GOOGL,1.014,0.4065831752903585,14.549193651983344,1.0,0.9306606990480047
5.543,1.9944226187819745,-0.0055335286795413,61.75842630912425,0.028696913434996328,0.30857,Alphabet Inc. (Class C),2114556788736.0,Communication Services,2025-06-06,5.8782368046844615,SP500,19.52787,0.8497663815268504,2.644099214538528,0.58591,0.5096607188929094,0.0234065490348166,6.1666956,0.34789002,GOOG,1.014,0.4065831752903585,14.692268389245346,1.0,0.9306082043979048
5.997,0.2269841395435576,0.0755445769535461,51.922611259366946,0.04372846966508909,0.5044,Altria,100063412224.0,Consumer Staples,2025-06-06,4.945773822541596,SP500,9.967148,0.5664034388868382,0.3715942796981437,0.70849,0.5767954017078603,0.0127340390525146,-28.532278,0.14659001,MO,0.643,0.5027784035758454,9.8055881806431,1.0,0.9480924744352246
3.492,4.8350525703207765,-0.0629431941283873,65.83438064735165,0.017375736082270724,0.1014,Amazon,2258630606848.0,Consumer Discretionary,2025-06-06,3.475633400379664,SP500,34.70623,0.9484674318473753,4.2140539085525575,0.49158,0.4629361413171176,0.0241463725605431,7.381999,0.2524,AMZN,1.334,0.3250663784620869,18.00033172195777,1.0,0.9280004096741726
1.511,0.775201002973922,-0.0943666195002573,46.70791088497023,0.031539616893990985,0.059949998,Amcor,20862650368.0,Materials,2025-06-06,1.5497437946145904,SP500,16.258928,0.3886909441442362,-0.0725885742465877,0.20004,0.5990073664564357,0.0152080133327212,3.4152288,0.20796,AMCR,0.733,0.3479491159926283,10.708720945045739,0.0,0.9327473225861764
6.014,0.6498900495502776,0.0610280555036186,45.17725001609587,-0.09633837921842879,0.15929,Ameren,26022684672.0,Utilities,2025-06-06,3.4263758718862265,SP500,21.282703,0.3864032589562156,-0.4042253542261989,0.49065,0.6081167173780451,0.0128212623245223,2.123327,0.10159001,AEE,0.505,0.4327662900406813,13.978329458996328,0.0,0.9321835730566024
5.004,-0.0589441907558421,0.0815735002402573,43.83687879834018,-0.04969697500209367,0.13712,American Electric Power,54381051904.0,Utilities,2025-06-06,2.695486719747986,SP500,19.652512,0.4035470970189162,-0.5738964688285932,0.47134,0.6214064659059122,0.0133920316363046,1.9897581,0.10421,AEP,0.41,0.4377670979481699,12.654447434367142,0.0,0.9325808317443064
3.354,4.95159885206806,-0.003419015866596,64.84103319672951,,0.16561002,American Express,211045416960.0,Financials,2025-06-06,3.4041776043618843,SP500,21.036312,0.7990050990635047,5.774344538374578,0.64315003,0.4667338986634991,0.023940319375509,6.767765,0.34273,AXP,1.254,0.3630697094290539,,1.0,0.930312726214444
1.701,6.4984175191444145,0.1666988198276624,65.70503228758449,0.38579055263959305,-0.07106,American International Group,50284789760.0,Financials,2025-06-06,1.8603352898635168,SP500,21.280489,1.1061582054105423,0.9580119679525154,0.32488,0.449433180801351,0.0165881394408388,1.2222284,0.057439998,AIG,0.658,0.3526118258660923,5.964890536520931,1.0,0.933008305794968
14.729,1.3886898319370722,0.0476849916133392,48.51560606365969,0.045406553128337336,0.17944999,American Tower,99858513920.0,Real Estate,2025-06-06,9.814779893925534,SP500,34.516182,0.5350336609652675,-0.1291542758891921,0.74551004,0.5841913846067666,0.0188312817375588,28.249237,0.28421,AMT,0.828,0.4353634561563861,22.438440327506484,0.0,0.917277809152958
8.645,-0.9622879340364244,0.074310891201405,46.166795855940606,-0.04404868638518097,0.22243,American Water Works,27396261888.0,Utilities,2025-06-06,5.686736180280142,SP500,25.589254,0.4453589095809319,-0.7161759555864649,0.60332,0.6174146133180747,0.017475484968089,2.6007555,0.10428,AWK,0.698,0.4354427288138665,15.997512805411851,0.0,0.9310797463691552
2.459,1.7040207409764894,-0.0743472939747958,59.4840530997117,0.06757039766863962,0.16558,Ameriprise Financial,49197760512.0,Financials,2025-06-06,2.7226046318187285,SP500,17.549591,0.630805848673361,6.281387070767835,0.5662,0.5233071620342888,0.0215305833831345,9.096928,0.58108,AMP,1.227,0.3599990890364988,,1.0,0.929828698922726
6.144,-0.1512204681441785,-0.0676088923932942,55.22008510680981,0.03554283913323715,0.20426,Ametek,41158803456.0,Industrials,2025-06-06,5.932587095907075,SP500,29.224592,0.445274159410762,1.7428320386317466,0.35762,0.5628150956103102,0.015813417270497,4.1282454,0.14964,AME,1.11,0.3468818046065245,19.542948610043876,1.0,0.9300699255293016
5.947,6.862818713123422,0.0825970185485058,60.55342742047156,0.08385943079006472,0.17386,Amgen,156023455744.0,Health Care,2025-06-06,4.574108781530624,SP500,26.450775,0.8744302390890605,2.6216989923431697,0.69068,0.472538714591367,0.0171823655163872,25.13557,1.0567299,AMGN,0.496,0.4840083431356106,12.905152440298899,0.0,0.920738792991669
7.002,9.664552729665038,0.2653714274616841,83.88396109032053,0.012616715713516642,0.15574999,Amphenol,113043767296.0,Information Technology,2025-06-06,6.738905456360953,SP500,45.36675,0.9683091819243308,4.21172417998919,0.34414002,0.3264349103544646,0.0275124106499525,10.971531,0.27526,APH,1.131,0.3379281896791687,26.38484162612351,1.0,0.9244320988863276
11.513,5.977429344831592,0.0378057034868986,64.26517355095964,0.027008767921646536,0.18652001,Analog Devices,110911430656.0,Information Technology,2025-06-06,11.245952899354448,SP500,60.733696,0.7150578834181786,4.508996284037039,0.58757997,0.460828694791663,0.0307638972334094,3.167921,0.05213,ADI,1.0,0.3877967384738601,25.862142065398658,1.0,0.9253685474313084
11.141,-1.0563087290221065,-0.0143642966418289,56.564547892816805,0.025844462430183023,0.22948,Ansys,29921363968.0,Information Technology,2025-06-06,11.571280096608447,SP500,50.57058,0.494293535874078,2.8729985869401844,0.92481005,0.563690798677142,0.0168356214283607,4.8419404,0.102299996,ANSS,1.189,0.412867254638089,32.7761901995567,1.0,0.9261232789003075
5.966,4.694234605490313,-0.0164484094690393,56.368082685546646,0.03974309818299416,0.15577,Aon plc,80282714112.0,Financials,2025-06-06,4.906143017058174,SP500,32.161114,0.7925181866727065,2.476438690133932,0.46750998,0.5135614170382921,0.0147185010004179,11.470875,0.72012,AON,0.864,0.3936303265615043,18.59595707317073,0.0,0.9262432284338542
1.27,10.42413896709892,-0.1140171692569098,60.86112321404421,0.34142564627296884,0.10041001,APA Corporation,6666503168.0,Energy,2025-06-06,0.6574718399992896,SP500,6.6217566,0.9459835187980936,0.3002283178348364,0.67294,0.4396805069330436,0.0388441076261614,1.228371,0.26176,APA,1.246,0.3586155437564679,2.160563953364154,1.0,0.9352056973829588
3.874,1.8270770080688097,-0.2466453149422524,49.83202737749267,,0.14729,Apollo Global Management,76082937856.0,Financials,2025-06-06,3.119349094263677,SP500,23.233839,0.4047272247894987,-0.8940240784960451,0.44241002,0.573619705226317,0.0318742904811064,4.5808926,0.18686001,APO,1.571,0.2950582416436174,,1.0,0.9309558804774288
7.609,1.887168772466949,-0.1545293180225343,52.13731086783168,0.031742317215058,0.24301,Apple Inc.,3059299909632.0,Information Technology,2025-06-06,7.652449652776215,SP500,31.904984,0.5409678989939464,-0.940164581909272,0.46632,0.5611542071380513,0.025732465697076,45.813015,1.38015,AAPL,1.211,0.3697202597665955,21.936706644447874,1.0,0.910173729654464
4.688,4.569518601948186,-0.0255787124861625,61.59556563898264,0.02786001722605854,0.24059,Applied Materials,134602981376.0,Information Technology,2025-06-06,4.780304260954091,SP500,20.380316,0.6998163690251225,2.373594982439073,0.48136002,0.4876189749143775,0.0305704181132825,7.099081,0.36372003,AMAT,1.664,0.2998305352402724,15.058339663320039,1.0,0.9301299503779844
1.115,-0.5823493841118118,0.1753133140814637,56.98519668413218,0.11287893728522476,0.07934,Aptiv,14501907456.0,Consumer Discretionary,2025-06-06,0.7374457663803236,SP500,10.883171,0.4372915371964791,1.5968906095391446,0.19249001,0.5575427113386406,0.0245019931937931,1.6632955,0.15237,APTV,1.473,0.2698428988312444,7.049595404564929,1.0,0.9343904106607998
1.931,3.729477285690916,-0.0262189757068166,55.55472152030039,0.2185123554672589,0.20724002,Arch Capital Group,35717898240.0,Financials,2025-06-06,1.9668862342327276,SP500,9.775384,0.7479285830750698,0.6865927063171995,0.33915,0.526722030329162,0.0174560546885366,1.7211117,0.18415001,ACGL,0.516,0.4162793582735986,7.870341107089202,1.0,0.934449984837317
0.41,-1.1588773717976149,-0.0583920800231242,46.19505277706576,0.004180563150100005,0.01629,Archer Daniels Midland,22770927616.0,Consumer Staples,2025-06-06,0.2713409821178418,SP500,16.688381,0.2054101801560775,-0.0526762309103077,0.06319,0.6188881886205311,0.0190551524987321,1.028515,0.05888,ADM,0.656,0.3262150955864797,13.164958953683811,1.0,0.9338963264221056
14.979,5.337081430105974,-0.0987066749061778,63.14389929555553,0.024993048818042887,0.4072,Arista Networks,122527555584.0,Information Technology,2025-06-06,16.447695838701275,SP500,41.16456,0.7939004380389519,2.426043532666071,0.64088994,0.4727522088579475,0.0404485166801453,12.114738,0.33681,ANET,1.379,0.3751514924910045,34.954627450555094,1.0,0.9237695816751124
7.186,-1.8838700122959968,0.1115087822565503,43.14151847611142,0.02833551837279075,0.13863,Arthur J. Gallagher & Co.,84283686912.0,Financials,2025-06-06,7.499402366853127,SP500,50.64077,0.1065599408206113,0.901838503714032,0.43662,0.6409721152359185,0.0161564567540008,3.7768204,0.092980005,AJG,0.75,0.3912036196211665,21.712203983225223,1.0,0.9269798499542302
0.855,5.848048172301149,-0.0826607138560446,56.34769996365842,0.12376671820825672,0.05554,Assurant,10352903168.0,Financials,2025-06-06,0.8553917524715025,SP500,15.915043,0.7691064785680021,1.8297452405984984,0.09984,0.5035168620231554,0.0180989218496217,1.9824656,0.13204001,AIZ,0.603,0.3443414970308253,8.899884269283937,1.0,0.9335252615997872
2.897,2.882849286113647,0.2004395241126404,56.36585166760097,0.07138559180923132,0.096429996,AT&T,201692725248.0,Communication Services,2025-06-06,1.6424158129973814,SP500,17.18405,0.7951341119783396,0.1489334301073732,0.59897,0.5301691656372771,0.0161872326700798,1.9427105,0.10885,T,0.604,0.4276717183439164,8.047039356174956,1.0,0.9331646242031456
7.144,-1.4446599524345431,0.0840908883364288,41.1629876616496,-0.06680858257368134,0.25346002,Atmos Energy,24168636416.0,Utilities,2025-06-06,5.386691428964698,SP500,21.251398,0.1857858507780841,-0.818861961022094,0.58158,0.6476471735762668,0.0123156735908654,1.839592,0.09186,ATO,0.703,0.4359931103315361,14.634894258176363,0.0,0.932213659830236
10.134,1.303390244306144,-0.030060772340408,63.35768578132262,0.03496023046483107,0.15945,Autodesk,63854018560.0,Information Technology,2025-06-06,10.052161887193176,SP500,64.184944,0.7309643158394806,5.390786095974704,0.91996,0.5069901604600773,0.018342391726344,24.40592,0.42361,ADSK,1.449,0.3698070970948064,42.910658736302764,1.0,0.9151243339091026
6.638,1.80942248862339,0.0865535850170442,72.62810070558311,0.021874335780229123,0.19791001,Automatic Data Processing,132927610880.0,Industrials,2025-06-06,6.581728859225321,SP500,33.44944,0.7605872416816692,6.1283284793896655,0.48341,0.4543239636947823,0.013415461388669,22.723614,0.76289004,ADP,0.798,0.4110557866192418,22.542952884743155,1.0,0.9207630551796352
3.98,-3.2665658199455856,0.1269822077677005,50.037878027554925,0.0230032795633498,0.13961,AutoZone,62375165952.0,Consumer Discretionary,2025-06-06,3.3347299241892463,SP500,25.282537,0.4413686416016853,8.733590566786006,0.53125,0.6160223917964391,0.0138510207259149,-15.694201,0.317925,AZO,0.401,0.4527500278043557,17.200529392970942,1.0,0.9400622717836716
12.473,1.3359342343597602,-0.0908511856068634,45.94507754120347,0.042487170837222976,0.38314998,AvalonBay Communities,28857993216.0,Real Estate,2025-06-06,9.6636959779983,SP500,25.211443,0.3432149132126546,-0.5928155077112649,0.63643,0.5980661382425343,0.0159995253794485,2.4187388,0.096920006,AVB,0.872,0.4401078192033605,20.420764969084992,0.0,0.9308597683995442
1.956,0.0186229498378212,-0.1052706695183434,54.40100535603777,0.041396148829561795,0.079840004,Avery Dennison,14021575680.0,Materials,2025-06-06,1.5998277402940417,SP500,20.639816,0.5311798891644914,1.0583860112561467,0.28791,0.5656796808031668,0.0161743378161241,6.4912596,0.31949,AVY,0.89,0.3481773677772678,11.981354484914018,1.0,0.9306311284428096
27.424,10.013122031519863,0.1578472675298454,76.8463017074438,0.007807054525490288,0.14897999,Axon Enterprise,61987921920.0,Industrials,2025-06-06,27.82368781333231,SP500,190.48804,1.012221610667432,39.54099822912371,0.60599,0.3527884438278786,0.0368395241695006,24.252687,0.15166001,AXON,1.285,0.3498527095527577,540.1971014492754,1.0,0.8949602260546743
1.427,3.703196328465971,-0.0719006893893355,54.632337520362086,0.0456748667731283,0.10511,Baker Hughes,37564289024.0,Energy,2025-06-06,1.3502785634689847,SP500,12.940273,0.8176129710998293,-0.0672357969135291,0.21359,0.5318824281775241,0.0252344730397253,2.2033358,0.18035999,BKR,0.9,0.3380804103429899,8.59311088621415,0.0,0.9338071178173916
1.79,1.2782664471340888,-0.0511787627133906,57.72010356630101,0.016911580077542315,0.04177,Ball Corporation,14919538688.0,Materials,2025-06-06,1.2386628083332367,SP500,30.556818,0.7593020754590023,0.6154396408776677,0.20419,0.5373565222264196,0.0178558981270143,2.7321682,0.08219,BALL,1.083,0.3070727559733736,11.408304729586426,1.0,0.9309318391666884
3.306,3.775105679265795,-0.0327578106049919,65.93562336878037,,0.28582,Bank of America,338445041664.0,Financials,2025-06-06,3.4720085997801973,SP500,13.413434,0.7942773902304141,0.9096541875146258,0.0,0.4725075260875244,0.0206638308315613,1.234953,0.094560005,BAC,1.307,0.2885738842826169,,1.0,0.934010437669861
3.24,0.5513301385307852,-0.2058273342418185,42.5167812146341,0.07072209994280483,0.07179,Becton Dickinson,49617403904.0,Health Care,2025-06-06,2.372848272616502,SP500,33.485493,0.5456921268337201,-4.609529665953403,0.46322,0.6236056309813329,0.0225220548528579,1.9657537,0.058870003,BDX,0.279,0.4404507711895866,12.1308926622768,0.0,0.9307199327525404
-0.589,-1.956035101426085,0.0492029625855141,38.9357402258494,0.060942037829482695,0.21788,Berkshire Hathaway,1065033007104.0,Financials,2025-06-06,2.8693458852701226,SP500,13.151837,0.1163165756093722,-6.196725350872271,0.27872,0.6648017109272542,0.0143912152634451,0.001085305,0.13187,BRK-B,0.843,0.3692493720608885,-1.8789566342592159,0.0,0.9349886325140586
0.43,3.4200086148757016,-0.1506711229579452,59.1410813126066,0.07760359982371415,0.021300001,Best Buy,15487011840.0,Consumer Discretionary,2025-06-06,0.373851915888908,SP500,17.843977,0.7606070550125099,0.4350020071583458,0.22607,0.510954351339677,0.0321455917845997,5.613466,0.30214,BBY,1.27,0.2903901331241131,6.880648314832816,1.0,0.9315943839575308
6.499,3.2121734310364483,-0.3421228789036941,47.967989049820666,0.032003639338206456,0.10893,Bio-Techne,7662771712.0,Health Care,2025-06-06,6.317913793972499,SP500,58.891567,0.4942585399006377,-0.6115308874459657,0.66321,0.5708795611793978,0.0280965912756671,3.7970948,0.0653,TECH,1.381,0.3384683699475878,27.18813674775628,0.0,0.9258194738312578
2.356,5.368169925157031,-0.1565470727553536,60.729945659707575,0.17600384101432806,0.1507,Biogen,19499945984.0,Health Care,2025-06-06,1.9842360912332646,SP500,13.150198,0.842170346289977,2.302891051286906,0.75651,0.4850017928605993,0.0205379575499728,1.1482708,0.09191,BIIB,0.149,0.5219422564216112,7.505686109725773,1.0,0.934178875581114
7.692,2.590059370683909,-0.0401398028193643,63.93678072796124,0.036361315770219484,0.30093,BlackRock,153427869696.0,Financials,2025-06-06,7.309357546676904,SP500,24.042973,0.7847663617893345,15.600110345499049,0.49401,0.4905093841440276,0.0204467515639913,3.1960049,0.13932,BLK,1.423,0.3366387127329878,19.15538411955501,1.0,0.9311207278681796
10.534,2.347923587706673,-0.238786998215228,52.32376223788751,,0.20561,Blackstone Inc.,170040246272.0,Financials,2025-06-06,13.748534873976112,SP500,42.3429,0.424264461608776,0.2104074197314673,1.0,0.5558565338369514,0.0291785147957573,13.580911,0.26345,BX,1.641,0.3538005015976925,,1.0,0.9233331553492612
-1.559,1.0652578436771456,0.1322512876573007,64.90757195456996,,0.25101998,BNY Mellon,64460599296.0,Financials,2025-06-06,3.4260860558216275,SP500,14.698205,0.7852172383167311,1.641811840143589,0.0,0.5018261590060609,0.0184472930033159,1.7058578,0.11229,BK,1.075,0.3090243721218264,,1.0,0.934060172990675
7.575,5.233234542009713,0.0611438021472541,72.477520522775,0.040999541304446704,0.22582,Booking Holdings,182646259712.0,Consumer Discretionary,2025-06-06,7.597226773616835,SP500,34.986755,0.911655894818476,159.94976837275317,0.86627,0.3941694405686339,0.0204901486870824,-30.029129,0.317925,BKNG,1.414,0.3750969086605001,21.46465977117093,1.0,0.9449531407050478
9.305,-2.3779910146904903,0.1311202131520867,44.68419802108388,0.015336378974861155,0.11581001,Boston Scientific,150726361088.0,Health Care,2025-06-06,8.599081888383417,SP500,74.36496,0.1035588432659206,0.3425831619047415,0.68452,0.6374946399328831,0.017143304267301,6.784763,0.09498999,BSX,0.688,0.4327588689357254,36.01134572134039,1.0,0.9218878965415496
2.874,2.8917725827163956,-0.166206959626033,50.55660348715418,0.14169242741515978,0.11376,Bristol Myers Squibb,98589450240.0,Health Care,2025-06-06,2.0632333102577216,SP500,18.076492,0.775454328554326,-0.3987623038737169,0.74689,0.560284827096301,0.0186209415338228,5.6693974,0.31986,BMY,0.386,0.4860086361898275,7.140203614387696,0.0,0.931304180132863
2.388,8.170306169957216,0.3983522124163101,67.05694850975702,0.02279315493825764,0.22643,Broadcom,1173700739072.0,Information Technology,2025-06-06,20.415558969806376,SP500,91.4359,0.7394738771996784,14.354471720063655,0.77033997,0.4248877565853348,0.0458746844477712,4.215059,0.18977,AVGO,0.99,0.4216704063866602,4.287790201034992,1.0,0.9212173416600964
4.741,3.2851653271636647,0.0523260602119022,63.47150193206212,0.04250508345561425,0.1165,Broadridge Financial Solutions,28879454208.0,Industrials,2025-06-06,4.263587706855792,SP500,36.915916,0.9604108669753668,2.230920311857915,0.31312,0.4893724216818969,0.0151818950111578,12.095243,0.33918,BR,0.969,0.3481863603938938,19.048035633934298,1.0,0.92536793041914
7.186,0.1992223309745057,0.016224885899063,45.297266187137474,0.03279218813758485,0.21214001,Brown & Brown,31713953792.0,Financials,2025-06-06,6.522556021857131,SP500,30.820333,0.3908287895601666,-0.5241161343362819,0.49424,0.6115333718431417,0.0150776949288353,4.6554046,0.16519,BRO,0.839,0.400513130096207,20.950466689364205,0.0,0.9294919005168032
3.816,-17.86444596229947,-0.3633330296207904,24.723203703297628,0.022037016061019744,0.21862,Brown–Forman,13307534336.0,Consumer Staples,2025-06-06,3.3591277426454904,SP500,15.269021,-0.1432938979897255,-1.1236103726181312,0.58943003,0.8791171407865136,0.0274649071121507,3.3256392,0.23142,BF-B,0.609,0.4464673900167873,12.125640549992802,0.0,0.9327178964112052
1.084,1.7980755365651109,-0.3647480503430667,48.007326975060344,0.08693220988222439,0.05662,Builders FirstSource,12343420928.0,Industrials,2025-06-06,0.7637854840436212,SP500,14.319231,0.4434603706234164,-1.8448875123849149,0.32154998,0.5835165259117672,0.0284866035134401,2.9039052,0.19621,BLDR,1.7,0.2572522851326166,8.882275184115757,0.0,0.9333107993035064
0.287,-4.280207841173664,-0.0963390746463193,38.622819610231616,-0.11189109393562724,0.02131,Bunge Global,10017204224.0,Consumer Staples,2025-06-06,0.19440468406087588,SP500,9.567394,0.0580049228849431,-0.6571860742355256,0.05953,0.6860298389822428,0.0187403602016186,0.94692975,0.09861,BG,0.656,0.3270492738214507,8.222797229050279,1.0,0.9349949424643348
0.745,-0.6993322066301275,-0.0856098217819013,51.87039240046888,0.048674007735092645,0.02927,C.H. Robinson,11373836288.0,Industrials,2025-06-06,0.6556427231720775,SP500,22.862768,0.4150556790337811,0.6341830091266729,0.07902,0.5852654421278085,0.0194875788351011,6.56895,0.3211,CHRW,0.908,0.3095229947740208,16.10043630772142,1.0,0.9303814770357464
16.508,-5.883840632762402,-0.0314461745004807,49.664332947723075,0.015539406137353889,0.22185,Cadence Design Systems,81322819584.0,Information Technology,2025-06-06,16.68882495474794,SP500,75.59391,0.3271316065403956,0.4895711358794301,0.85856,0.6429026675458935,0.0282978398019922,17.02624,0.25921,CDNS,0.984,0.4350237861716379,47.04167352898415,1.0,0.9162716954218044
